Common,808
GPS Time,MAC,SSID,Encryption,RSSI,Channel,Manufacturer,AP Type,Latitude,Longitude
2018-04-24 23:16:24,68:7f:74:d2:13:7e,C Home,WPA2/WPA,-66,11,Cisco-Li,Unidentified,14.645883,121.058527
2018-04-24 23:19:54,4c:f9:5d:85:a1:d4,vsaquino,WPA2/WPA,-64,4,HuaweiTe,Unidentified,14.646003,121.058187
2018-04-24 23:20:22,ec:08:6b:4f:57:ad,arravanqc,WPA2/WPA,-60,5,Tp-LinkT,Unidentified,14.645965,121.058400
2018-04-24 23:19:52,90:61:0c:37:67:ee,Ragnarok,WPA2/WPA,-61,1,FidaInte,Unidentified,14.646008,121.058162
2018-04-24 23:16:15,00:0c:43:30:50:08,TELPAD HC7,WPA2/WPA,-76,1,RalinkTe,Unidentified,14.645878,121.058628
2018-04-24 23:16:59,88:3f:d3:06:4e:d0,Casa Isha,WPA2/WPA,-64,8,HuaweiTe,Unidentified,14.646017,121.058177
2018-04-24 23:16:08,90:61:0c:3e:78:de,PLDTHOMEDSL30942,WPA2/WPA,-74,9,FidaInte,Broadband,14.645870,121.058702
2018-04-24 23:19:40,bc:c0:0f:20:1b:00,Network_Unavailable,WPA2/WPA,-60,9,Fiberhom,Fiber,14.646027,121.058010
2018-04-24 23:16:44,38:d8:2f:2b:f5:ec,bayanDSLWiFi_F5EC,WPA2/WPA,-67,10,Zte,Broadband,14.645953,121.058313
2018-04-24 23:19:53,e8:de:27:ca:84:28,TP-LINK_CA8428,WPA2/WPA,-71,4,Tp-LinkT,Unidentified,14.646005,121.058173
2018-04-24 23:17:46,00:26:75:e3:d1:40,Johnny Cage,WPA,-44,11,AztechEl,Unidentified,14.646085,121.057668
2018-04-24 23:19:57,94:a7:b7:3c:ff:ff,arravanqc,WPA2/WPA,-64,5,Zte,Unidentified,14.646003,121.058210
2018-04-24 23:16:15,00:13:33:fc:cd:fa,PLDTHOMEDSL,WPA2/WPA,-85,1,Baudtec,Broadband,14.645878,121.058628
2018-04-24 23:22:15,36:57:60:ae:92:08,HomeBro_ULTERA,WPA2/WPA,-73,5,None,Mobile broadband,14.645285,121.058678
2018-04-24 23:19:52,d0:b2:c4:46:9b:7f,SKYbroadband9B7C,WPA2/WPA,-68,1,Technico,Broadband,14.646008,121.058162
2018-04-24 23:18:48,cc:06:77:23:06:e8,PLDTHOMEFIBR306e8,WPA2/WPA,-65,1,Fiberhom,Fiber,14.646152,121.057575
2018-04-24 23:19:32,78:58:60:61:5e:4c,HUAWEI-D7e2,WPA2/WPA,-73,3,HuaweiTe,Unidentified,14.646052,121.057948
2018-04-24 23:17:37,cc:06:77:5e:61:e8,PLDTHOMEFIBRe61e8,WPA2/WPA,-63,5,Fiberhom,Fiber,14.646100,121.057770
2018-04-24 23:19:58,08:95:2a:5e:2e:b2,SKYbroadbandCECB,WPA2/WPA,-73,6,Technico,Broadband,14.646000,121.058218
2018-04-24 23:20:02,d4:7b:b0:53:c1:be,SKYbroadband6E7D,WPA2/WPA,-72,6,AskeyCom,Broadband,14.645988,121.058252
2018-04-24 23:20:13,e0:8e:3c:2a:07:e0,Aztech5068_A07E0,WPA,-82,1,AztechEl,Unidentified,14.645987,121.058325
2018-04-24 23:16:36,74:cc:39:89:07:30,PLDTHOMEFIBR90730,WPA2/WPA,-87,7,Fiberhom,Fiber,14.645922,121.058387
2018-04-24 23:23:27,00:1e:2a:62:17:b6,Escobar,WPA2/WPA,-55,11,Netgear,Unidentified,14.645067,121.057963
2018-04-24 23:19:44,88:e3:ab:0f:f9:f4,JD,WPA2/WPA,-71,11,HuaweiTe,Unidentified,14.646018,121.058065
2018-04-24 23:17:53,90:61:0c:2c:b3:82,baoxang,WPA2,-53,11,FidaInte,Unidentified,14.646085,121.057593
2018-04-24 23:19:02,bc:c0:0f:7b:d7:08,lukedior,WPA2/WPA,-40,11,Fiberhom,Fiber,14.646140,121.057670
2018-04-24 23:17:23,80:16:f9:b4:52:82,ZGMF-X20A,WPA2,-81,10,None,Unidentified,14.646097,121.057915
2018-04-24 23:19:35,46:d2:44:4e:55:73,DIRECT-444ED573,WPA2,-85,4,None,Unidentified,14.646043,121.057972
2018-04-24 23:19:39,78:58:60:8f:53:20,HUAWEI-K9gS,WPA2/WPA,-85,8,HuaweiTe,Unidentified,14.646030,121.058007
2018-04-24 23:19:24,88:d7:f6:a6:38:34,PLDTMyDSL-RFamily_RPT,WPA2,-69,11,AsustekC,Broadband,14.646067,121.057855
2018-04-24 23:19:23,84:16:f9:b4:52:82,Zero Requiem,WPA2,-82,10,Tp-LinkT,Unidentified,14.646068,121.057847
2018-04-24 23:19:24,4c:81:20:f3:b0:d3,Oplan Double Barrel,WPA2,-80,56,TaicangT,Unidentified,14.646067,121.057855
2018-04-24 23:17:30,14:b7:f8:65:02:88,SKYbroadband0285,WPA2,-57,1,Technico,Broadband,14.646102,121.057842
2018-04-24 23:17:29,fc:b4:e6:4a:e2:16,SKYbroadbandE7D3,WPA2/WPA,-78,1,AskeyCom,Broadband,14.646102,121.057852
2018-04-24 23:19:10,94:a7:b7:3c:f9:77,bayanDSLWIFI_F977,WPA2/WPA,-61,2,Zte,Broadband,14.646105,121.057738
2018-04-24 23:19:04,38:37:8b:b8:03:15,HUAWEI-0315-2.4G,WPA2,-70,9,HuaweiTe,Unidentified,14.646130,121.057682
2018-04-24 23:17:30,3a:f7:3d:af:9d:04,xNonex,WPA2,-86,1,None,Unidentified,14.646102,121.057842
2018-04-24 23:18:46,90:61:0c:3a:43:1c,PLDTHOMEDSL17180,WPA2/WPA,-81,8,FidaInte,Broadband,14.646155,121.057558
2018-04-24 23:18:51,00:1b:2f:5e:54:c0,NETGEAR,WEP,-75,11,Netgear,Unidentified,14.646153,121.057602
2018-04-24 23:17:51,00:13:33:df:9b:c2,PLDTHOMEDSL,WPA2/WPA,-81,11,Baudtec,Broadband,14.646083,121.057610
2018-04-24 23:17:46,88:3f:d3:06:4d:9c,Taylor,WPA2/WPA,-79,6,HuaweiTe,Unidentified,14.646085,121.057668
2018-04-24 23:17:58,5c:54:6d:43:78:9c,VILL99,WPA2/WPA,-62,2,HuaweiTe,Unidentified,14.646070,121.057543
2018-04-24 23:18:25,00:1f:fb:ac:3e:9d,AJ_Ginny Network,WPA2,-82,11,GreenPac,Mobile broadband,14.646152,121.057372
2018-04-24 23:18:12,74:a5:28:a8:8f:01,EROR404,WPA2,-85,11,HuaweiTe,Unidentified,14.646103,121.057370
2018-04-24 23:19:50,20:25:64:c6:d0:09,957f18,WPA2/WPA,-93,1,Pegatron,Unidentified,14.646012,121.058142
2018-04-24 23:26:12,c0:56:27:0f:d1:4e,HappyMaple,WPA2/WPA,-75,11,BelkinIn,Unidentified,14.645145,121.058448
2018-04-24 23:26:19,d4:ae:05:11:93:d7,chaorockdhouse,WPA2,-67,2,SamsungE,Phone,14.645165,121.058515
2018-04-24 23:26:27,74:cc:39:bb:d2:98,PLDTHOMEFIBRbd298,WPA2/WPA,-78,7,Fiberhom,Fiber,14.645200,121.058578
2018-04-24 23:27:31,94:46:96:20:6a:48,PLDTHOMEDSLD3DH0,WPA2/WPA,-72,11,Baudtec,Broadband,14.645138,121.059078
2018-04-24 23:26:10,5c:f2:86:2e:65:53,Hashtag DefendPressFreedom,WPA2/WPA,-53,9,IeeeRegi,Unidentified,14.645133,121.058423
2018-04-24 23:26:37,00:13:33:c2:b2:5e,PLDTHOMEDSL,WPA2/WPA,-73,11,Baudtec,Broadband,14.645265,121.058628
2018-04-24 23:25:57,90:61:0c:2e:c4:70,PLDTHOMEDSL50288,WPA2/WPA,-58,11,FidaInte,Broadband,14.645113,121.058283
2018-04-24 23:26:38,48:00:33:a7:f4:fd,SKYbroadbandF4FA,WPA2/WPA,-76,1,Technico,Broadband,14.645268,121.058635
2018-04-24 23:26:59,bc:c0:0f:7b:d2:e0,FIBERHOME,WPA2/WPA,-72,4,Fiberhom,Fiber,14.645220,121.058792
2018-04-24 23:33:38,00:23:cd:c6:1d:74,UNIT-PH05 (Leyson),WPA2/WPA,-73,6,Tp-LinkT,Unidentified,14.645623,121.059527
2018-04-24 23:37:29,ba:4e:26:4c:12:53,xNonex,WPA2,-74,10,None,Unidentified,14.646222,121.059718
2018-04-24 23:26:17,f2:81:7a:84:fb:d6,John Isaacâ€™s iPhone,WPA2,-70,1,None,Phone,14.645160,121.058493
2018-04-24 23:28:30,cc:06:77:21:76:10,PLDTHOMEFIBR17610,WPA2/WPA,-60,1,Fiberhom,Fiber,14.644873,121.059612
2018-04-24 23:27:35,14:b7:f8:0b:9b:ab,SKYbroadband9BA8,WPA2/WPA,-67,1,Technico,Broadband,14.645130,121.059112
2018-04-24 23:27:35,5c:54:6d:43:74:e4,Pakabit Ka WiFi Mo,WPA2/WPA,-64,1,HuaweiTe,Unidentified,14.645130,121.059112
2018-04-24 23:27:17,ac:f9:70:ed:63:34,HUAWEI-2htV,WPA2/WPA,-66,1,HuaweiTe,Unidentified,14.645177,121.058945
2018-04-24 23:27:17,70:54:d2:1e:99:08,319e9e,WPA2/WPA,-73,1,Pegatron,Unidentified,14.645177,121.058945
2018-04-24 23:22:10,bc:c0:0f:c7:ef:60,PLDTHOMEFIBR7ef60,WPA2/WPA,-86,1,Fiberhom,Fiber,14.645332,121.058693
2018-04-24 23:25:27,90:61:0c:35:ef:4a,Garabiles,WPA2/WPA,-62,1,FidaInte,Unidentified,14.645067,121.057987
2018-04-24 23:23:50,00:13:33:f1:0b:30,PLDTHOMEDSL,WPA2/WPA,-67,1,Baudtec,Broadband,14.645052,121.057742
2018-04-24 23:22:37,94:87:7c:b6:bc:30,ARRIS-BC32,WPA2,-81,6,ArrisGro,Unidentified,14.645102,121.058517
2018-04-24 23:25:51,00:24:01:b9:07:95,dlink1234,WPA2,-66,6,D-Link,Unidentified,14.645098,121.058218
2018-04-24 23:27:24,00:13:33:fe:df:d7,PLDTHOMEDSL,WPA2/WPA,-74,6,Baudtec,Broadband,14.645163,121.059013
2018-04-24 23:25:33,cc:06:77:72:f8:b0,Angeles,WPA2/WPA,-67,7,Fiberhom,Fiber,14.645067,121.058040
2018-04-24 23:24:40,00:0c:43:30:50:00,TELPAD HC7,WPA2/WPA,-79,10,RalinkTe,Unidentified,14.645057,121.057570
2018-04-24 23:25:05,fc:f5:28:3d:69:c4,PLDTMyDSL,WPA2/WPA,-64,11,ZyxelCom,Broadband,14.645062,121.057737
2018-04-24 23:23:26,00:1e:e5:89:32:45,linksys,WPA,-56,11,Cisco-Li,Unidentified,14.645067,121.057975
2018-04-24 23:25:40,36:69:87:0f:02:30,Yo-SmartBro,WPA2/WPA,-69,13,None,Unidentified,14.645080,121.058108
2018-04-24 23:22:55,60:83:34:4f:5d:98,ella,WPA2/WPA,-80,7,HuaweiTe,Unidentified,14.645068,121.058322
2018-04-24 23:25:12,5c:f2:86:23:8b:79,Iska,WPA2/WPA,-81,6,IeeeRegi,Unidentified,14.645075,121.057793
2018-04-24 23:23:08,90:61:0c:29:1f:89,xNonex,WPA2/WPA,-73,11,FidaInte,Unidentified,14.645070,121.058183
2018-04-24 23:25:03,cc:06:77:20:c1:08,PLDTHOMEFIBR0c108,WPA2/WPA,-66,11,Fiberhom,Fiber,14.645060,121.057718
2018-04-24 23:25:41,90:61:0c:2e:d2:9a,PLDTHOMEDSL53914,WPA2/WPA,-72,1,FidaInte,Broadband,14.645080,121.058118
2018-04-24 23:23:47,d4:6e:0e:49:f4:72,doctors,WPA2/WPA,-60,1,Tp-LinkT,Unidentified,14.645055,121.057770
2018-04-24 23:23:10,34:97:f6:b8:4f:16,My ASUS,WPA2,-79,1,AsustekC,Unidentified,14.645073,121.058162
2018-04-24 23:23:13,c8:3a:35:04:ed:38,Tenda_04ED38,WPA2,-86,1,TendaTec,Unidentified,14.645075,121.058133
2018-04-24 23:25:26,48:00:33:f2:fb:e9,SKYbroadbandFBE6,WPA2/WPA,-76,1,Technico,Broadband,14.645068,121.057975
2018-04-24 23:24:16,f0:98:38:07:74:6c,HUAWEI-2m5B,WPA2/WPA,-57,7,HuaweiTe,Unidentified,14.645013,121.057468
2018-04-24 23:24:52,48:00:33:a8:0a:05,doctors,WPA2/WPA,-72,6,Technico,Unidentified,14.645055,121.057637
2018-04-24 23:25:04,06:6f:13:2a:47:6e,dlink-476E,WPA2/WPA,-58,11,None,Unidentified,14.645060,121.057728
2018-04-24 23:26:37,14:b7:f8:64:23:4f,NICCMAN01,WPA2,-75,1,Technico,Unidentified,14.645265,121.058628
2018-04-24 23:28:21,4c:f9:5d:85:c5:08,navarro,WPA2/WPA,-58,6,HuaweiTe,Unidentified,14.644957,121.059518
2018-04-24 23:27:10,18:de:d7:34:48:5c,TOBY2,WPA2/WPA,-76,10,HuaweiTe,Unidentified,14.645187,121.058877
2018-04-24 23:28:26,00:0f:02:6b:1c:50,cdrking_1C50,WPA2/WPA,-77,10,Digicube,Unidentified,14.644910,121.059570
2018-04-24 23:28:32,d8:5d:4c:a7:29:e8,Villanueva,WPA2,-45,4,Tp-LinkT,Unidentified,14.644853,121.059627
2018-04-24 23:27:00,00:13:33:f4:44:23,PLDTHOMEDSL,WPA2/WPA,-73,5,Baudtec,Broadband,14.645215,121.058798
2018-04-24 23:28:05,6c:b0:ce:20:7b:98,2 Secondary TV East,WPA2,-66,6,Netgear,Unidentified,14.645057,121.059375
2018-04-24 23:27:26,78:58:60:64:3d:8c,Josefina Mamon,WPA2/WPA,-70,9,HuaweiTe,Unidentified,14.645158,121.059033
2018-04-24 23:32:30,e4:7d:eb:03:20:8f,BDMWW,WPA2,-49,10,Shanghai,Unidentified,14.645397,121.060123
2018-04-24 23:31:20,b8:3a:08:5b:21:b1,Bundits,WPA2/WPA,-43,1,TendaTec,Unidentified,14.644737,121.060333
2018-04-24 23:32:56,50:c7:bf:34:32:cc,TP-LINK_32CC,WPA2/WPA,-46,2,Tp-LinkT,Unidentified,14.645498,121.059898
2018-04-24 23:31:24,c0:25:e9:61:09:c0,PLDTHOMEFIBR_7ffe80,WPA2/WPA,-60,4,Tp-LinkT,Unidentified,14.644763,121.060328
2018-04-24 23:28:46,84:16:f9:3c:ef:e4,SKYbroadbandE44E_EXT,WPA2/WPA,-81,11,Tp-LinkT,Broadband,14.644715,121.059650
2018-04-24 23:28:44,74:cc:39:97:cc:f8,FIBERHOME_7ccf8,WPA2/WPA,-58,11,Fiberhom,Fiber,14.644737,121.059652
2018-04-24 23:29:03,00:13:33:e8:fe:3f,PLDTHOMEDSL,WPA2/WPA,-59,11,Baudtec,Broadband,14.644543,121.059710
2018-04-24 23:32:00,e0:8e:3c:21:f6:a7,bayanDSLWIFI_F6A7,WPA2/WPA,-84,1,AztechEl,Broadband,14.645145,121.060278
2018-04-24 23:30:33,94:46:96:16:11:b9,PLDTHOMEDSL4T4K0,WPA2/WPA,-73,7,Baudtec,Broadband,14.644332,121.060283
2018-04-24 23:31:49,60:31:97:b4:71:96,PLDTMyDSLBiz00780,WPA2/WPA,-73,8,ZyxelCom,Broadband,14.645045,121.060310
2018-04-24 23:28:58,bc:c0:0f:be:99:98,PLDTHOMEFIBRe9998,WPA2/WPA,-51,5,Fiberhom,Fiber,14.644600,121.059728
2018-04-24 23:31:28,74:cc:39:ba:ce:68,PLDTHOMEFIBRace68,WPA2/WPA,-74,6,Fiberhom,Fiber,14.644795,121.060328
2018-04-24 23:28:41,00:24:01:46:17:0a,guestroomwaifai,WPA2/WPA,-85,9,D-Link,Unidentified,14.644768,121.059657
2018-04-24 23:28:48,48:00:33:f3:1b:d9,Querubins,WPA2/WPA,-64,1,Technico,Unidentified,14.644697,121.059652
2018-04-24 23:31:21,e0:8e:3c:22:66:f7,d11b,WPA2/WPA,-86,1,AztechEl,Unidentified,14.644745,121.060330
2018-04-24 23:28:58,48:00:33:62:17:0d,SKYbroadband170A,WPA2/WPA,-85,6,Technico,Broadband,14.644600,121.059728
2018-04-24 23:29:03,c0:56:27:38:7f:12,KindEagle,WPA2/WPA,-81,11,BelkinIn,Unidentified,14.644543,121.059710
2018-04-24 23:29:46,cc:06:77:e1:0d:58,PLDTHOMEFIBR10d58,WPA2/WPA,-57,1,Fiberhom,Fiber,14.644222,121.059852
2018-04-24 23:31:27,94:87:7c:b6:ce:e0,ARRIS-CEE2,WPA2,-53,6,ArrisGro,Unidentified,14.644785,121.060327
2018-04-24 23:36:47,cc:06:77:62:c4:a8,PLDTHOMEFIBR2c4a8,WPA2/WPA,-70,7,Fiberhom,Fiber,14.646282,121.059403
2018-04-24 23:30:45,50:09:59:85:b9:51,SKYbroadbandB94E,WPA2/WPA,-60,1,Technico,Broadband,14.644435,121.060322
2018-04-24 23:31:10,14:ab:f0:4d:79:30,MakeUpMoYourself,WPA2,-68,6,ArrisGro,Unidentified,14.644663,121.060333
2018-04-24 23:31:27,00:22:b0:f3:b1:63,Bundits,WPA2,-60,8,D-Link,Unidentified,14.644785,121.060327
2018-04-24 23:30:54,88:3f:d3:06:54:10,HUAWEI-7Qj3,WPA2/WPA,-75,9,HuaweiTe,Unidentified,14.644520,121.060317
2018-04-24 23:31:03,d0:b2:c4:2b:f0:92,Dietdiva,WPA2/WPA,-72,1,Technico,Unidentified,14.644602,121.060320
2018-04-24 23:32:17,14:b7:f8:0b:b5:ff,Maminichloe,WPA2/WPA,-64,1,Technico,Unidentified,14.645298,121.060223
2018-04-24 23:32:00,90:61:0c:35:67:e3,alleakim,WPA2/WPA,-65,1,FidaInte,Unidentified,14.645145,121.060278
2018-04-24 23:31:02,90:61:0c:31:98:bf,ATHAN,WPA2/WPA,-74,1,FidaInte,Unidentified,14.644593,121.060318
2018-04-24 23:31:10,90:61:0c:38:1b:94,PLDTHOMEREPEATER81B94,WPA2/WPA,-74,6,FidaInte,Unidentified,14.644663,121.060333
2018-04-24 23:31:11,b0:e1:7e:90:75:e1,Gilas WiFi,WPA2,-74,6,HuaweiTe,Unidentified,14.644670,121.060333
2018-04-24 23:32:12,88:3f:d3:06:77:50,Babydoll :),WPA2/WPA,-65,9,HuaweiTe,Unidentified,14.645243,121.060273
2018-04-24 23:31:56,dc:ee:06:c0:88:2c,Blackz,WPA2/WPA,-71,9,HuaweiTe,Unidentified,14.645108,121.060282
2018-04-24 23:31:52,74:cc:39:ca:d0:78,mommy,WPA2/WPA,-61,9,Fiberhom,Fiber,14.645073,121.060298
2018-04-24 23:31:01,a6:f1:e8:dc:ff:c0,Tanyas,WPA2,-80,1,None,Unidentified,14.644585,121.060317
2018-04-24 23:31:02,88:3f:d3:06:7d:3c,Chowder | Parsley,WPA2/WPA,-87,2,HuaweiTe,Unidentified,14.644593,121.060318
2018-04-24 23:31:24,90:61:0c:1f:cf:78,PLDTHOMEREPEATER,WPA2/WPA,-69,4,FidaInte,Unidentified,14.644763,121.060328
2018-04-24 23:37:46,74:cc:39:bb:51:38,AFMaginhawaOffice,WPA2/WPA,-79,6,Fiberhom,Fiber,14.646175,121.059842
2018-04-24 23:31:26,74:cc:39:88:84:20,PLDTHOMEFIBR88420,WPA2/WPA,-73,3,Fiberhom,Fiber,14.644778,121.060328
2018-04-24 23:31:34,08:95:2a:5b:4b:e4,SKYbroadband02D7,WPA2/WPA,-81,11,Technico,Broadband,14.644868,121.060322
2018-04-24 23:31:40,74:cc:39:97:d5:c8,FIBERHOME_7d5c8,WPA2/WPA,-70,2,Fiberhom,Fiber,14.644955,121.060328
2018-04-24 23:31:40,36:69:87:a1:cb:b9,Smart Bro_A1CBB9,WPA2,-80,1,None,Unidentified,14.644955,121.060328
2018-04-24 23:40:40,00:e0:20:3b:00:75,Tenda_4377D0_Ext 4,WPA2/WPA,-61,3,Tecnomen,Unidentified,14.645367,121.060865
2018-04-24 23:31:46,a8:a6:68:e0:10:1f,mineman,WPA2/WPA,-84,6,Zte,Unidentified,14.645022,121.060332
2018-04-24 23:36:50,b0:4e:26:4c:0f:dd,TFMGT Office,WPA2/WPA,-78,10,Tp-LinkT,Unidentified,14.646268,121.059418
2018-04-24 23:31:57,90:61:0c:2e:95:e4,PLDTHOMEDSL38372,WPA2/WPA,-72,10,FidaInte,Broadband,14.645120,121.060278
2018-04-24 23:31:39,6c:70:9f:e7:1c:f8,Antonio,WPA2,-82,1,Apple,Phone,14.644942,121.060323
2018-04-24 23:38:33,48:fd:8e:b8:e5:bc,HUAWEI-3Cg2,WPA2/WPA,-86,1,HuaweiTe,Unidentified,14.646063,121.060227
2018-04-24 23:31:40,00:13:33:ef:df:94,PLDTHOMEDSL,WPA2/WPA,-79,1,Baudtec,Broadband,14.644955,121.060328
2018-04-24 23:33:16,ec:08:6b:82:b5:3e,neil oxales,WPA2,-61,2,Tp-LinkT,Unidentified,14.645570,121.059713
2018-04-24 23:32:07,08:10:74:68:1f:df,lrc2,WPA,-80,6,None,Unidentified,14.645192,121.060277
2018-04-24 23:32:14,00:13:33:cf:ee:ad,PLDTHOMEDSL,WPA2/WPA,-81,11,Baudtec,Broadband,14.645272,121.060248
2018-04-24 23:32:34,5c:6a:80:19:ea:c2,Secret,WPA2/WPA,-67,12,ZyxelCom,Unidentified,14.645412,121.060093
2018-04-24 23:32:52,ec:1a:59:b4:42:18,belkin.218,WPA2/WPA,-62,9,BelkinIn,Unidentified,14.645485,121.059935
2018-04-24 23:33:12,00:13:33:f0:77:01,PLDTHOMEDSL,WPA2/WPA,-62,1,Baudtec,Broadband,14.645552,121.059743
2018-04-24 23:33:31,cc:06:77:5f:6d:20,PONDEROSA,WPA2/WPA,-76,1,Fiberhom,Fiber,14.645613,121.059585
2018-04-24 23:33:00,88:41:fc:d2:3c:60,xNonex,WPA2,-60,6,AirtiesW,Unidentified,14.645502,121.059857
2018-04-24 23:38:15,cc:06:77:70:3f:30,PLDTHOMEFIBR03f30,WPA2/WPA,-77,5,Fiberhom,Fiber,14.646120,121.060067
2018-04-24 23:40:09,cc:06:77:61:f6:08,PLCPD,WPA2/WPA,-73,6,Fiberhom,Fiber,14.645435,121.060825
2018-04-24 23:33:02,74:cc:39:c9:c6:60,SECRET,WPA2/WPA,-67,7,Fiberhom,Fiber,14.645508,121.059833
2018-04-24 23:32:52,ee:1a:59:b4:42:19,belkin.218.guests,OPN,-61,11,None,Unidentified,14.645485,121.059935
2018-04-24 23:33:03,34:ba:9a:4f:d8:7e,CBB-25GA,WPA2/WPA,-78,7,Asiatelc,Unidentified,14.645513,121.059822
2018-04-24 23:33:20,36:69:87:e8:4d:75,LivingGhoul,WPA2/WPA,-71,7,None,Unidentified,14.645582,121.059682
2018-04-24 23:32:49,88:41:fc:d2:3d:14,tlpglobefiber,WPA2,-70,11,AirtiesW,Unidentified,14.645473,121.059962
2018-04-24 23:33:06,00:13:33:ff:6d:7b,PLDTHOMEDSL,WPA2/WPA,-65,11,Baudtec,Broadband,14.645527,121.059793
2018-04-24 23:33:32,74:cc:39:97:d6:a0,FIBERHOME,WPA2/WPA,-73,1,Fiberhom,Fiber,14.645615,121.059578
2018-04-24 23:33:01,94:46:96:18:04:ba,PLDTHOMEDSLT2TT0,WPA2/WPA,-84,5,Baudtec,Broadband,14.645502,121.059848
2018-04-24 23:33:38,74:cc:39:ba:a8:f0,PLDTHOMEFIBRaa8f0,WPA2/WPA,-66,6,Fiberhom,Fiber,14.645623,121.059527
2018-04-24 23:36:51,b6:4e:26:4c:0f:dd,TFMGT Office_Guest,WPA2/WPA,-81,10,None,Unidentified,14.646265,121.059425
2018-04-24 23:36:51,ba:4e:26:4c:0f:dd,xNonex,WPA2,-78,10,None,Unidentified,14.646265,121.059425
2018-04-24 23:37:32,70:5a:9e:92:6f:f4,SKYbroadband6FF1,WPA2/WPA,-65,12,Technico,Broadband,14.646222,121.059742
2018-04-24 23:37:28,30:b5:c2:b5:33:12,FatPipe@BosCoffee,OPN,-52,11,Tp-LinkT,Unidentified,14.646223,121.059710
2018-04-24 23:33:33,66:a3:cb:6d:71:17,iPhone,WPA2,-82,1,None,Phone,14.645617,121.059570
2018-04-24 23:34:11,74:cc:39:cb:0e:40,PLDTHOMEFIBRb0e40,WPA2/WPA,-71,3,Fiberhom,Fiber,14.645723,121.059270
2018-04-24 23:33:57,e8:40:f2:2d:e5:42,c56c0c,WPA,-77,6,Pegatron,Unidentified,14.645687,121.059378
2018-04-24 23:34:24,14:ab:f0:4b:a6:40,PRV-Residence Host,WPA2,-77,11,ArrisGro,Unidentified,14.645755,121.059162
2018-04-24 23:34:27,36:69:87:5e:57:43,Fantastic Beasts,WPA2/WPA,-82,1,None,Unidentified,14.645765,121.059135
2018-04-24 23:34:12,bc:c0:0f:7b:a9:28,FIBERHOME_ba928,WPA2/WPA,-73,2,Fiberhom,Fiber,14.645728,121.059267
2018-04-24 23:34:16,e2:d0:12:cc:ca:a8,iPhone,WPA2,-80,6,None,Phone,14.645735,121.059245
2018-04-24 23:34:06,fc:8b:97:ec:22:1b,PLDTMyDSL,WPA2/WPA,-77,177,Shenzhen,Broadband,14.645710,121.059312
2018-04-24 23:34:25,00:13:33:e0:2a:65,PLDTHOMEDSLMBC,WPA2/WPA,-88,11,Baudtec,Broadband,14.645758,121.059153
2018-04-24 23:34:22,48:f8:b3:d6:8b:b6,PRV-Residence,WPA2/WPA,-81,11,Cisco-Li,Unidentified,14.645750,121.059182
2018-04-24 23:34:09,ca:02:10:b1:a0:b1,DIRECT-AP[TV][LG]39LB5820-TB,WPA2,-89,1,None,Unidentified,14.645717,121.059288
2018-04-24 23:36:12,34:ba:9a:56:59:ef,Smart_Bro_5659EF,WPA2,-74,8,Asiatelc,Unidentified,14.646367,121.059157
2018-04-24 23:35:25,d2:5b:a8:b0:42:14,La Verda Militisto,WPA2,-84,1,None,Unidentified,14.646122,121.058928
2018-04-24 23:36:09,b0:c1:9e:49:fa:1d,NO INTERNET,WPA2/WPA,-87,6,Zte,Unidentified,14.646363,121.059133
2018-04-24 23:37:26,aa:a6:68:33:72:2e,mojang,WPA2/WPA,-74,6,None,Unidentified,14.646225,121.059693
2018-04-24 23:36:08,bc:3a:ea:8c:24:ed,BgJT-QTUxdw,OPN,-69,6,Guangdon,Phone,14.646363,121.059123
2018-04-24 23:36:19,f2:d2:b0:14:87:c8,Reaâ€™s iPhoneX,WPA2,-64,110,None,Phone,14.646368,121.059215
2018-04-24 23:36:26,cc:06:77:d9:62:e0,Centenario,WPA2/WPA,-73,5,Fiberhom,Fiber,14.646342,121.059267
2018-04-24 23:36:12,5c:f2:86:2e:7d:d0,The Empty Hearse,WPA2/WPA,-64,7,IeeeRegi,Unidentified,14.646367,121.059157
2018-04-24 23:36:41,36:69:87:f8:50:8a,JSQArchitecture,WPA2/WPA,-75,1,None,Unidentified,14.646308,121.059365
2018-04-24 23:38:38,ac:86:74:4a:09:52,CloudTrax,OPN,-53,5,OpenMesh,Unidentified,14.646048,121.060257
2018-04-24 23:38:38,ac:86:74:4a:09:53,xNonex,WPA2/WPA,-53,5,OpenMesh,Unidentified,14.646048,121.060257
2018-04-24 23:37:07,cc:06:77:6e:cf:08,PLDTHOMEFIBRecf08,WPA2/WPA,-64,8,Fiberhom,Fiber,14.646237,121.059540
2018-04-24 23:37:13,70:5a:9e:84:02:80,ChiaSeeds,WPA2/WPA,-67,11,Technico,Unidentified,14.646228,121.059592
2018-04-24 23:38:31,c0:56:27:a9:cf:1d,QuickleanMaginhawa1,WPA2/WPA,-58,13,BelkinIn,Unidentified,14.646072,121.060212
2018-04-24 23:39:21,5c:6a:80:1a:25:c6,SNOW CREME,WPA2/WPA,-62,13,ZyxelCom,Unidentified,14.645805,121.060600
2018-04-24 23:37:35,08:10:74:61:0e:4a,daddy_shiony,WPA2/WPA,-69,1,None,Unidentified,14.646212,121.059763
